	performance	mean	median	min	max	ontologyGroup	group	sortingMethod	features	rna_type
25	accuracy_std	-0.006020991730223857	-0.005140035746001234	-0.0054447554350435315	-0.009816890258841943	Delta	PFmid	mann_whitney_pval	Full	lincrna
26	f1_mean	0.19265040645509712	0.1873769251956503	0.110477181862151	0.15196023540338033	Delta	PFmid	mann_whitney_pval	Full	lincrna
27	f1_std	-0.023359506885352738	-0.017238420879200182	-0.013996515186351179	-0.06331955831880845	Delta	PFmid	mann_whitney_pval	Full	lincrna
28	precision_mean	0.17757014809455174	0.1762993548436863	0.10717182542136622	0.08646325592135251	Delta	PFmid	mann_whitney_pval	Full	lincrna
29	precision_std	-0.009413450130452625	-0.012283402534021062	0.005941857962900254	-0.02511761197328459	Delta	PFmid	mann_whitney_pval	Full	lincrna
30	recall_mean	0.18112877458245136	0.18233858390030266	0.10410956439190899	0.22565628307955266	Delta	PFmid	mann_whitney_pval	Full	lincrna
31	recall_std	-0.06222503165006217	-0.06254695532647658	-0.027187435944134204	-0.0797377860656106	Delta	PFmid	mann_whitney_pval	Full	lincrna
0	accuracy_mean	0.5525355427473584	0.5536666666666666	0.4465	0.6613333333333334	all	NFlb	fold	Ulzm-vars	mrna
1	accuracy_std	0.05626116608817415	0.056177051463307585	0.042979000040071234	0.06819579654690358	all	NFlb	fold	Ulzm-vars	mrna
2	f1_mean	0.48466846570944255	0.4864570210087576	0.3418145080902628	0.6447801031383307	all	NFlb	fold	Ulzm-vars	mrna
3	f1_std	0.09756955481243394	0.09768886782994968	0.052355050970260726	0.14485666540819725	all	NFlb	fold	Ulzm-vars	mrna
4	precision_mean	0.5905708447586289	0.5915872280381231	0.477829273458861	0.8188418552701096	all	NFlb	fold	Ulzm-vars	mrna
5	precision_std	0.1153839103889276	0.10986780246481057	0.06472551871196258	0.20533817398631607	all	NFlb	fold	Ulzm-vars	mrna
6	recall_mean	0.45847255760364264	0.4537665049831678	0.28576074234170834	0.6666201705769909	all	NFlb	fold	Ulzm-vars	mrna
7	recall_std	0.1554880862408007	0.15499511073218247	0.08376681528084186	0.2620318535574092	all	NFlb	fold	Ulzm-vars	mrna
8	accuracy_mean	0.5452317073170732	0.5488333333333333	0.4686666666666666	0.6068333333333333	lymphoMyeloid	NFlb	fold	Ulzm-vars	mrna
9	accuracy_std	0.056729992811216025	0.0563468918594648	0.04363484845854285	0.06819579654690358	lymphoMyeloid	NFlb	fold	Ulzm-vars	mrna
10	f1_mean	0.4817486188014785	0.4768488691210233	0.3635013641839272	0.6109165785052276	lymphoMyeloid	NFlb	fold	Ulzm-vars	mrna
11	f1_std	0.10074289984642248	0.10291174880953738	0.052355050970260726	0.14187574738282138	lymphoMyeloid	NFlb	fold	Ulzm-vars	mrna
12	precision_mean	0.5789197659760912	0.5781914642827605	0.4821171673912011	0.6989839732088317	lymphoMyeloid	NFlb	fold	Ulzm-vars	mrna
13	precision_std	0.11237738073042293	0.10259321386138516	0.07717114080868116	0.18724313118574165	lymphoMyeloid	NFlb	fold	Ulzm-vars	mrna
14	recall_mean	0.46253276397935267	0.4516762725337037	0.30827348584682474	0.6455407847819518	lymphoMyeloid	NFlb	fold	Ulzm-vars	mrna
15	recall_std	0.16106538504942325	0.1599321327892342	0.11024471355463897	0.2256669454101869	lymphoMyeloid	NFlb	fold	Ulzm-vars	mrna
16	accuracy_mean	0.5535141612200436	0.5543333333333333	0.4465	0.6613333333333334	nonLymphoMyeloid	NFlb	fold	Ulzm-vars	mrna
17	accuracy_std	0.05619834943574043	0.056150961689372704	0.042979000040071234	0.06785523806850384	nonLymphoMyeloid	NFlb	fold	Ulzm-vars	mrna
18	f1_mean	0.48505968702717633	0.48649598988299536	0.3418145080902628	0.6447801031383307	nonLymphoMyeloid	NFlb	fold	Ulzm-vars	mrna
19	f1_std	0.09714436805951389	0.09758979774042474	0.05558914001180066	0.14485666540819725	nonLymphoMyeloid	NFlb	fold	Ulzm-vars	mrna
20	precision_mean	0.5921319370138056	0.592030364643373	0.477829273458861	0.8188418552701096	nonLymphoMyeloid	NFlb	fold	Ulzm-vars	mrna
21	precision_std	0.11578674606212595	0.11198801305625805	0.06472551871196258	0.20533817398631607	nonLymphoMyeloid	NFlb	fold	Ulzm-vars	mrna
22	recall_mean	0.45792854302389063	0.45393608000529306	0.28576074234170834	0.6666201705769909	nonLymphoMyeloid	NFlb	fold	Ulzm-vars	mrna
23	recall_std	0.15474080110631205	0.15456874729659914	0.08376681528084186	0.2620318535574092	nonLymphoMyeloid	NFlb	fold	Ulzm-vars	mrna
24	accuracy_mean	-0.008282453902970444	-0.00550000000000006	0.022166666666666612	-0.054500000000000104	Delta	NFlb	fold	Ulzm-vars	mrna
25	accuracy_std	0.0005316433754755934	0.00019593017009209707	0.000655848418471619	0.0003405584783997412	Delta	NFlb	fold	Ulzm-vars	mrna
26	f1_mean	-0.003311068225697822	-0.00964712076197205	0.021686856093664386	-0.03386352463310305	Delta	NFlb	fold	Ulzm-vars	mrna
27	f1_std	0.003598531786908596	0.005321951069112638	-0.0032340890415399337	-0.002980918025375867	Delta	NFlb	fold	Ulzm-vars	mrna
28	precision_mean	-0.013212171037714437	-0.013838900360612527	0.004287893932340081	-0.1198578820612779	Delta	NFlb	fold	Ulzm-vars	mrna
29	precision_std	-0.0034093653317030237	-0.009394799194872891	0.012445622096718581	-0.018095042800574418	Delta	NFlb	fold	Ulzm-vars	mrna
30	recall_mean	0.004604220955462035	-0.0022598074715893812	0.022512743505116395	-0.021079385795039096	Delta	NFlb	fold	Ulzm-vars	mrna
31	recall_std	0.006324583943111195	0.00536338549263507	0.02647789827379711	-0.03636490814722232	Delta	NFlb	fold	Ulzm-vars	mrna
0	accuracy_mean	0.8981897214217098	0.9048333333333334	0.7290000000000002	0.9686666666666666	all	NFlb	fold	final	lincrna
1	accuracy_std	0.03296046811643584	0.032861240255217236	0.01935846068260593	0.04698581346179576	all	NFlb	fold	final	lincrna
2	f1_mean	0.8859473070892123	0.8944226618954326	0.6571407749079716	0.9677800315279479	all	NFlb	fold	final	lincrna
3	f1_std	0.03915447009694245	0.03884523562721588	0.021208020058091345	0.06589347986515352	all	NFlb	fold	final	lincrna
4	precision_mean	0.9695731457050533	0.9752286719069424	0.8602646759586992	0.9908408213753042	all	NFlb	fold	final	lincrna
5	precision_std	0.03612705554299872	0.033736407143124536	0.016486299783683264	0.09398184891196014	all	NFlb	fold	final	lincrna
6	recall_mean	0.8202991917577317	0.8294694623045348	0.5326934428967469	0.9498413332841956	all	NFlb	fold	final	lincrna
7	recall_std	0.062161744216596586	0.06267704634570552	0.03483905954659393	0.09052333430400128	all	NFlb	fold	final	lincrna
8	accuracy_mean	0.901178861788618	0.9045000000000004	0.7808333333333332	0.9671666666666668	lymphoMyeloid	NFlb	fold	final	lincrna
9	accuracy_std	0.03208390257327407	0.03215371068960953	0.01935846068260593	0.04307100081390158	lymphoMyeloid	NFlb	fold	final	lincrna
10	f1_mean	0.890044677664746	0.8934126354053117	0.749374364768032	0.9653562830578146	lymphoMyeloid	NFlb	fold	final	lincrna
11	f1_std	0.03813388907070772	0.03856140763002287	0.021208020058091345	0.051871349498708905	lymphoMyeloid	NFlb	fold	final	lincrna
12	precision_mean	0.9685202464095028	0.9736589292627972	0.8602646759586992	0.9891530505106404	lymphoMyeloid	NFlb	fold	final	lincrna
13	precision_std	0.03675408666196892	0.03563189013798638	0.016643862647746744	0.07876876823619759	lymphoMyeloid	NFlb	fold	final	lincrna
14	recall_mean	0.8272971223194794	0.8220028050418999	0.6698226296182145	0.946661093600802	lymphoMyeloid	NFlb	fold	final	lincrna
15	recall_std	0.060092987696561635	0.06028887090345749	0.03483905954659393	0.07523536655877798	lymphoMyeloid	NFlb	fold	final	lincrna
16	accuracy_mean	0.8977892156862746	0.905	0.7290000000000002	0.9686666666666666	nonLymphoMyeloid	NFlb	fold	final	lincrna
17	accuracy_std	0.03307791644084641	0.03305340368668663	0.02014116845336105	0.04698581346179576	nonLymphoMyeloid	NFlb	fold	final	lincrna
18	f1_mean	0.8853983129924905	0.8945418971052452	0.6571407749079716	0.9677800315279479	nonLymphoMyeloid	NFlb	fold	final	lincrna
19	f1_std	0.039291214613529454	0.03885604592734865	0.02146600323913732	0.06589347986515352	nonLymphoMyeloid	NFlb	fold	final	lincrna
20	precision_mean	0.9697142204472675	0.9753637460043423	0.8655932212836964	0.9908408213753042	nonLymphoMyeloid	NFlb	fold	final	lincrna
21	precision_std	0.03604304156954193	0.03333912831334189	0.016486299783683264	0.09398184891196014	nonLymphoMyeloid	NFlb	fold	final	lincrna
22	recall_mean	0.819361560538674	0.829611632781236	0.5326934428967469	0.9498413332841956	nonLymphoMyeloid	NFlb	fold	final	lincrna
23	recall_std	0.06243893054771237	0.06324518990198111	0.035248308279304884	0.09052333430400128	nonLymphoMyeloid	NFlb	fold	final	lincrna
24	accuracy_mean	0.00338964610234338	-0.0004999999999996119	0.051833333333332954	-0.0014999999999997238	Delta	NFlb	fold	final	lincrna
25	accuracy_std	-0.0009940138675723353	-0.000899692997077102	-0.00078270777075512	-0.003914812647894179	Delta	NFlb	fold	final	lincrna
26	f1_mean	0.004646364672255543	-0.001129261699933548	0.09223358986006036	-0.002423748470133269	Delta	NFlb	fold	final	lincrna
27	f1_std	-0.0011573255428217327	-0.00029463829732577496	-0.0002579831810459732	-0.014022130366444618	Delta	NFlb	fold	final	lincrna
28	precision_mean	-0.0011939740377646668	-0.001704816741545101	-0.005328545324997269	-0.0016877708646637624	Delta	NFlb	fold	final	lincrna
29	precision_std	0.0007110450924269901	0.002292761824644489	0.00015756286406348047	-0.015213080675762547	Delta	NFlb	fold	final	lincrna
30	recall_mean	0.007935561780805345	-0.0076088277393360215	0.13712918672146757	-0.0031802396833936486	Delta	NFlb	fold	final	lincrna
31	recall_std	-0.002345942851150737	-0.0029563189985236174	-0.00040924873271095535	-0.0152879677452233	Delta	NFlb	fold	final	lincrna
0	accuracy_mean	0.9045033621517771	0.9010000000000002	0.7808333333333333	0.9898333333333332	all	PFlb	fold	Ulzs	mrna
1	accuracy_std	0.03181595419623171	0.033492951165547916	0.011455226851626395	0.051363627424688585	all	PFlb	fold	Ulzs	mrna
2	f1_mean	0.8971556973457768	0.8949690105477355	0.7401083303862381	0.9895529664066558	all	PFlb	fold	Ulzs	mrna
3	f1_std	0.035730909502839886	0.03711004758513299	0.012030386211883012	0.06451166411594053	all	PFlb	fold	Ulzs	mrna
4	precision_mean	0.9369703165037638	0.9366033048336267	0.8610359113367145	0.9881207314972726	all	PFlb	fold	Ulzs	mrna
5	precision_std	0.0443891029078772	0.045411993806022836	0.01754616143341346	0.07472034817143608	all	PFlb	fold	Ulzs	mrna
6	recall_mean	0.8655782670293451	0.8621991928769975	0.6328787108720162	0.9984173387096774	all	PFlb	fold	Ulzs	mrna
7	recall_std	0.05575862862115756	0.05921527471473161	0.007158089874445489	0.09031882258340003	all	PFlb	fold	Ulzs	mrna
8	accuracy_mean	0.9108780487804877	0.9098333333333334	0.8021666666666664	0.9813333333333332	lymphoMyeloid	PFlb	fold	Ulzs	mrna
9	accuracy_std	0.030578243284889946	0.031797973380564865	0.013800161029656302	0.051363627424688585	lymphoMyeloid	PFlb	fold	Ulzs	mrna
10	f1_mean	0.9035464313861513	0.9024536298158106	0.7760705692085552	0.9807748189517902	lymphoMyeloid	PFlb	fold	Ulzs	mrna
11	f1_std	0.03428193130484837	0.03412105784070061	0.014557030097130325	0.06451166411594053	lymphoMyeloid	PFlb	fold	Ulzs	mrna
12	precision_mean	0.9432330126762205	0.9485749273925392	0.8787369775892075	0.982187253947438	lymphoMyeloid	PFlb	fold	Ulzs	mrna
13	precision_std	0.042688358555961925	0.04348754091046556	0.023042041508299502	0.06703656788193285	lymphoMyeloid	PFlb	fold	Ulzs	mrna
14	recall_mean	0.8721367878633723	0.8689194930092832	0.7008711371361445	0.9831471443180204	lymphoMyeloid	PFlb	fold	Ulzs	mrna
15	recall_std	0.051503384445785914	0.05481629849601002	0.02168705343469699	0.08455831271599065	lymphoMyeloid	PFlb	fold	Ulzs	mrna
16	accuracy_mean	0.9036492374727668	0.9007499999999998	0.7808333333333333	0.9898333333333332	nonLymphoMyeloid	PFlb	fold	Ulzs	mrna
17	accuracy_std	0.031981791279123914	0.033603423503536414	0.011455226851626395	0.04788034855530792	nonLymphoMyeloid	PFlb	fold	Ulzs	mrna
18	f1_mean	0.8962994225233738	0.893253827853684	0.7401083303862381	0.9895529664066558	nonLymphoMyeloid	PFlb	fold	Ulzs	mrna
19	f1_std	0.03592505364047927	0.03731728278219447	0.012030386211883012	0.060338788970627034	nonLymphoMyeloid	PFlb	fold	Ulzs	mrna
20	precision_mean	0.936131197081964	0.9341266241269458	0.8610359113367145	0.9881207314972726	nonLymphoMyeloid	PFlb	fold	Ulzs	mrna
21	precision_std	0.04461698041908153	0.04559198614044874	0.01754616143341346	0.07472034817143608	nonLymphoMyeloid	PFlb	fold	Ulzs	mrna
22	recall_mean	0.864699510969884	0.8603479671830512	0.6328787108720162	0.9984173387096774	nonLymphoMyeloid	PFlb	fold	Ulzs	mrna
23	recall_std	0.05632877571655049	0.05940110884183436	0.007158089874445489	0.09031882258340003	nonLymphoMyeloid	PFlb	fold	Ulzs	mrna
24	accuracy_mean	0.007228811307720906	0.009083333333333554	0.021333333333333093	-0.008500000000000063	Delta	PFlb	fold	Ulzs	mrna
25	accuracy_std	-0.0014035479942339675	-0.0018054501229715497	0.0023449341780299067	0.003483278869380664	Delta	PFlb	fold	Ulzs	mrna
26	f1_mean	0.007247008862777515	0.009199801962126553	0.03596223882231708	-0.008778147454865604	Delta	PFlb	fold	Ulzs	mrna
27	f1_std	-0.0016431223356309019	-0.0031962249414938596	0.0025266438852473132	0.004172875145313497	Delta	PFlb	fold	Ulzs	mrna
28	precision_mean	0.007101815594256489	0.014448303265593432	0.017701066252493014	-0.005933477549834643	Delta	PFlb	fold	Ulzs	mrna
29	precision_std	-0.001928621863119602	-0.002104445229983175	0.005495880074886043	-0.007683780289503228	Delta	PFlb	fold	Ulzs	mrna
30	recall_mean	0.007437276893488387	0.008571525826231996	0.06799242626412827	-0.015270194391657	Delta	PFlb	fold	Ulzs	mrna
31	recall_std	-0.004825391270764576	-0.004584810345824343	0.014528963560251502	-0.005760509867409377	Delta	PFlb	fold	Ulzs	mrna
0	accuracy_mean	0.9642651296829972	0.9656666666666668	0.8958333333333335	0.9988333333333334	all	blb	fold	Ulzm-vars-peaks	mrna
1	accuracy_std	0.02040039704139769	0.02073309217437454	0.004252450274057704	0.03248931448269655	all	blb	fold	Ulzm-vars-peaks	mrna
2	f1_mean	0.9623410814302295	0.9639746618235658	0.8895050719282359	0.9987476613155551	all	blb	fold	Ulzm-vars-peaks	mrna
3	f1_std	0.022076120071365047	0.021979294350609926	0.0045749482277854326	0.03606544965411889	all	blb	fold	Ulzm-vars-peaks	mrna
4	precision_mean	0.9843374662012565	0.9872527009078588	0.927679344569708	0.9978500927861328	all	blb	fold	Ulzm-vars-peaks	mrna
5	precision_std	0.021686071157294234	0.018937846001133712	0.008523917899341487	0.04700397646185379	all	blb	fold	Ulzm-vars-peaks	mrna
6	recall_mean	0.9427809070450832	0.943675673649148	0.8563331661289579	1.0	all	blb	fold	Ulzm-vars-peaks	mrna
7	recall_std	0.03728991230875752	0.0381628547830732	0.0	0.06399208612679752	all	blb	fold	Ulzm-vars-peaks	mrna
8	accuracy_mean	0.9574837398373983	0.9550000000000002	0.8958333333333335	0.9891666666666664	lymphoMyeloid	blb	fold	Ulzm-vars-peaks	mrna
9	accuracy_std	0.022044555683600336	0.023863035105460586	0.010897247358851694	0.031149728017360843	lymphoMyeloid	blb	fold	Ulzm-vars-peaks	mrna
10	f1_mean	0.9552728447394931	0.9524473945545601	0.8895050719282359	0.9887540849479288	lymphoMyeloid	blb	fold	Ulzm-vars-peaks	mrna
11	f1_std	0.023993195122494246	0.026880413328980963	0.011016326742423926	0.03371320757521699	lymphoMyeloid	blb	fold	Ulzm-vars-peaks	mrna
12	precision_mean	0.9757753497820993	0.9833556655490888	0.927679344569708	0.9921453343496512	lymphoMyeloid	blb	fold	Ulzm-vars-peaks	mrna
13	precision_std	0.02734957196484404	0.02395199933237401	0.0144953817856493	0.04700397646185379	lymphoMyeloid	blb	fold	Ulzm-vars-peaks	mrna
14	recall_mean	0.9373729136562604	0.9332174325476268	0.8578810194113864	0.9898633230787446	lymphoMyeloid	blb	fold	Ulzm-vars-peaks	mrna
15	recall_std	0.03971381475309808	0.04431674505024582	0.015990129775210315	0.05734902326555499	lymphoMyeloid	blb	fold	Ulzm-vars-peaks	mrna
16	accuracy_mean	0.9651737472766885	0.9660833333333333	0.9146666666666664	0.9988333333333334	nonLymphoMyeloid	blb	fold	Ulzm-vars-peaks	mrna
17	accuracy_std	0.020180101275612372	0.020278260227078498	0.004252450274057704	0.03248931448269655	nonLymphoMyeloid	blb	fold	Ulzm-vars-peaks	mrna
18	f1_mean	0.963288132751537	0.964499239217957	0.9073115597453252	0.9987476613155551	nonLymphoMyeloid	blb	fold	Ulzm-vars-peaks	mrna
19	f1_std	0.021819257074318327	0.02180555685456659	0.0045749482277854326	0.03606544965411889	nonLymphoMyeloid	blb	fold	Ulzm-vars-peaks	mrna
20	precision_mean	0.9854846778783329	0.9875154680334026	0.9647075447912402	0.9978500927861328	nonLymphoMyeloid	blb	fold	Ulzm-vars-peaks	mrna
21	precision_std	0.020927236081772858	0.018441742823688104	0.008523917899341487	0.04076657266392189	nonLymphoMyeloid	blb	fold	Ulzm-vars-peaks	mrna
22	recall_mean	0.9435055074664613	0.945553540128103	0.8563331661289579	1.0	nonLymphoMyeloid	blb	fold	Ulzm-vars-peaks	mrna
23	recall_std	0.03696514106621516	0.03772819925656687	0.0	0.06399208612679752	nonLymphoMyeloid	blb	fold	Ulzm-vars-peaks	mrna
24	accuracy_mean	-0.0076900074392901585	-0.011083333333333112	-0.018833333333332924	-0.009666666666666934	Delta	blb	fold	Ulzm-vars-peaks	mrna
25	accuracy_std	0.0018644544079879644	0.003584774878382088	0.00664479708479399	-0.0013395864653357042	Delta	blb	fold	Ulzm-vars-peaks	mrna
26	f1_mean	-0.008015288012043875	-0.012051844663396927	-0.017806487817089267	-0.009993576367626322	Delta	blb	fold	Ulzm-vars-peaks	mrna
27	f1_std	0.0021739380481759184	0.0050748564744143715	0.0064413785146384935	-0.0023522420789019033	Delta	blb	fold	Ulzm-vars-peaks	mrna
28	precision_mean	-0.009709328096233594	-0.0041598024843138015	-0.03702820022153219	-0.0057047584364815496	Delta	blb	fold	Ulzm-vars-peaks	mrna
29	precision_std	0.006422335883071183	0.005510256508685904	0.005971463886307813	0.006237403797931897	Delta	blb	fold	Ulzm-vars-peaks	mrna
30	recall_mean	-0.006132593810200926	-0.012336107580476208	0.0015478532824284574	-0.010136676921255416	Delta	blb	fold	Ulzm-vars-peaks	mrna
31	recall_std	0.0027486736868829187	0.00658854579367895	0.015990129775210315	-0.006643062861242534	Delta	blb	fold	Ulzm-vars-peaks	mrna
0	accuracy_mean	0.7653789625360231	0.7756666666666666	0.477	0.9405	all	PFlb	mann_whitney_pval	Ulzm-var	mrna
1	accuracy_std	0.0453354477705922	0.045710137460596934	0.025286689515764342	0.062154601152645525	all	PFlb	mann_whitney_pval	Ulzm-var	mrna
2	f1_mean	0.7232559488866158	0.7337856791012826	0.3896483940816473	0.9356810594368536	all	PFlb	mann_whitney_pval	Ulzm-var	mrna
3	f1_std	0.059350462044310985	0.05875400751032224	0.02739035195867381	0.10970489148415792	all	PFlb	mann_whitney_pval	Ulzm-var	mrna
4	precision_mean	0.8545030411280127	0.8722839223914537	0.4880437977691214	0.99644245014245	all	PFlb	mann_whitney_pval	Ulzm-var	mrna
5	precision_std	0.07753313686631963	0.07401464866070111	0.011635168024101654	0.16788871998714167	all	PFlb	mann_whitney_pval	Ulzm-var	mrna
6	recall_mean	0.6422704147984585	0.639101645524146	0.3454022950934981	0.9217776706993238	all	PFlb	mann_whitney_pval	Ulzm-var	mrna
7	recall_std	0.08357825474532693	0.07962524238188752	0.043344090281040915	0.17816666471374076	all	PFlb	mann_whitney_pval	Ulzm-var	mrna
8	accuracy_mean	0.7543333333333333	0.7525	0.5189999999999999	0.9405	lymphoMyeloid	PFlb	mann_whitney_pval	Ulzm-var	mrna
9	accuracy_std	0.04549604102311586	0.04686149805543994	0.026820390253188588	0.055977177889247366	lymphoMyeloid	PFlb	mann_whitney_pval	Ulzm-var	mrna
10	f1_mean	0.7070799484553086	0.7102533746079197	0.4585667652800399	0.9356810594368536	lymphoMyeloid	PFlb	mann_whitney_pval	Ulzm-var	mrna
11	f1_std	0.06070700419118624	0.06165074498612825	0.029784060295090814	0.0999014514144977	lymphoMyeloid	PFlb	mann_whitney_pval	Ulzm-var	mrna
12	precision_mean	0.8543843410288486	0.8621953890540229	0.5515419103571769	0.99644245014245	lymphoMyeloid	PFlb	mann_whitney_pval	Ulzm-var	mrna
13	precision_std	0.07907976024151725	0.08078965977830402	0.011635168024101654	0.1303586843628676	lymphoMyeloid	PFlb	mann_whitney_pval	Ulzm-var	mrna
14	recall_mean	0.6209174669769834	0.6165246773383058	0.38887798929934186	0.8836241111093593	lymphoMyeloid	PFlb	mann_whitney_pval	Ulzm-var	mrna
15	recall_std	0.08413261919086182	0.0815969891066959	0.05223359821433178	0.15990557735187189	lymphoMyeloid	PFlb	mann_whitney_pval	Ulzm-var	mrna
16	accuracy_mean	0.7668589324618736	0.7779166666666665	0.477	0.9356666666666668	nonLymphoMyeloid	PFlb	mann_whitney_pval	Ulzm-var	mrna
17	accuracy_std	0.04531393037401224	0.045306807761490125	0.025286689515764342	0.062154601152645525	nonLymphoMyeloid	PFlb	mann_whitney_pval	Ulzm-var	mrna
18	f1_mean	0.7254233214934249	0.7404512792464533	0.3896483940816473	0.9331234330311214	nonLymphoMyeloid	PFlb	mann_whitney_pval	Ulzm-var	mrna
19	f1_std	0.05916870312920677	0.057934750767870656	0.02739035195867381	0.10970489148415792	nonLymphoMyeloid	PFlb	mann_whitney_pval	Ulzm-var	mrna
20	precision_mean	0.8545189453896652	0.874079189913754	0.4880437977691214	0.983777094346009	nonLymphoMyeloid	PFlb	mann_whitney_pval	Ulzm-var	mrna
21	precision_std	0.07732590955134218	0.07326770080106514	0.0236961760798688	0.16788871998714167	nonLymphoMyeloid	PFlb	mann_whitney_pval	Ulzm-var	mrna
22	recall_mean	0.6451314306830352	0.652195423006992	0.3454022950934981	0.9217776706993238	nonLymphoMyeloid	PFlb	mann_whitney_pval	Ulzm-var	mrna
23	recall_std	0.08350397715621931	0.07950259626610257	0.043344090281040915	0.17816666471374076	nonLymphoMyeloid	PFlb	mann_whitney_pval	Ulzm-var	mrna
24	accuracy_mean	-0.012525599128540343	-0.025416666666666532	0.041999999999999926	0.004833333333333245	Delta	PFlb	mann_whitney_pval	Ulzm-var	mrna
25	accuracy_std	0.0001821106491036173	0.0015546902939498133	0.0015337007374242456	-0.006177423263398159	Delta	PFlb	mann_whitney_pval	Ulzm-var	mrna
26	f1_mean	-0.018343373038116284	-0.030197904638533557	0.06891837119839261	0.002557626405732205	Delta	PFlb	mann_whitney_pval	Ulzm-var	mrna
27	f1_std	0.001538301061979469	0.003715994218257593	0.0023937083364170032	-0.009803440069660219	Delta	PFlb	mann_whitney_pval	Ulzm-var	mrna
28	precision_mean	-0.00013460436081658145	-0.011883800859731064	0.06349811258805554	0.012665355796441014	Delta	PFlb	mann_whitney_pval	Ulzm-var	mrna
29	precision_std	0.0017538506901750711	0.007521958977238882	-0.012061008055767144	-0.037530035624274066	Delta	PFlb	mann_whitney_pval	Ulzm-var	mrna
30	recall_mean	-0.02421396370605189	-0.03567074566868611	0.04347569420584374	-0.03815355958996447	Delta	PFlb	mann_whitney_pval	Ulzm-var	mrna
31	recall_std	0.0006286420346425098	0.0020943928405933315	0.008889507933290866	-0.018261087361868877	Delta	PFlb	mann_whitney_pval	Ulzm-var	mrna
