	geneID	chrom	strand	start	CAT_geneClass	FDmean	TSS2kFD	TSSFD	TSSvar	PseudoVarFD	TSS2kFD_scaled	TSSFD_scaled	TSSvar_scaled	PseudoVarFD_scaled	pseudoVarPlus1	pseudoVarPlus1_scaled	TSS2kRATIO
10	CATG00000000112.1	10	-	74085192	lncRNA_intergenic	29.637336266373364	30.858570714642678	34.61691542288557	40.407512437810944	22.0	0.17124917103849846	0.6982678886669785	0.7945495347851266	3.0849783420562744	25.0	2.1334810722619295	1.0412059450044076
11	CATG00000000134.1	10	-	74448066	lncRNA_intergenic	38.12148785121488	37.8335832083958	36.482587064676615	36.91094527363184	20.0	-0.023771274062259862	-0.1353182781172629	0.2516301819721434	1.6513296365737915	62.0	3.026633858680725	0.9924477070794627
12	CATG00000000159.1	10	-	75648935	lncRNA_intergenic	35.41255874412559	26.944027986006997	20.124378109452735	6.4694527363184084	11.0	-0.8626946426224316	-1.5574167290730263	0.06713757461209932	1.120577096939087	25.0	1.4274099618196487	0.7608608059274058
13	CATG00000000161.1	10	-	75725934	lncRNA_intergenic	36.61413858614139	35.6351824087956	41.875621890547265	17.639452736318407	16.0	-0.1341503324068111	0.7210023535128257	0.3312394565579177	2.1925447583198547	24.0	1.9249160438776016	0.9732628920098007
14	CATG00000000167.1	10	-	76952029	lncRNA_intergenic	38.04119588041196	37.070464767616194	33.024875621890544	15.574378109452736	14.0	-0.11399789371140029	-0.5890920266013278	0.21478625599708018	1.6440912783145905	35.0	2.668912172317505	0.9744821084003931
15	CATG00000000179.1	10	-	78517912	lncRNA_intergenic	48.885911408859116	46.02598700649675	39.32338308457712	14.819900497512439	19.0	-0.25124673665627306	-0.8400760805836661	0.11437656638602459	1.669165775179863	59.0	3.263533353805542	0.9414979833669606
16	CATG00000000200.1	10	-	79434351	lncRNA_intergenic	44.68613138686131	50.17741129435282	47.059701492537314	133.18641791044777	38.0	0.47857419536567697	0.2068605902627926	1.011605849333069	3.311763286590576	46.0	2.489447236061096	1.1228855516704241
17	CATG00000000204.1	10	-	79506085	lncRNA_intergenic	47.02849715028497	47.90354822588706	36.711442786069654	8.2563184079602	12.0	0.1054776059621866	-1.2436053865584569	0.11996102507647224	1.4464656114578247	42.0	3.200084686279297	1.018606826256977
18	CATG00000000214.1	10	-	79936562	lncRNA_intergenic	42.402059794020595	38.91204397801099	32.7363184079602	10.415124378109452	12.0	-0.42010856460387086	-1.163507829851179	0.15091511304820232	1.4444928765296936	59.0	4.070477724075317	0.9176923047379468
19	CATG00000000218.1	10	-	80270456	lncRNA_intergenic	46.282571742825716	45.88405797101449	37.960199004975124	14.498407960199005	15.0	-0.048844995907042874	-1.020055748336944	0.21780800074224485	1.838518500328064	27.0	1.6881110072135925	0.9913895499579062
20	CATG00000000231.1	10	-	81083124	lncRNA_intergenic	34.203679632036796	30.363318340829586	22.328358208955223	14.331641791044776	15.0	-0.4197243066092228	-1.2978885722397573	0.17119063545785485	1.6393937468528748	29.0	2.101315513253212	0.8877208144702027
21	CATG00000000232.1	10	-	81091623	lncRNA_intergenic	36.33216678332167	28.675162418790606	28.82587064676617	15.06452736318408	14.0	-0.8962167737421871	-0.8785770716358773	0.20637821549009944	1.6386348903179169	18.0	1.3010447025299072	0.7892499940838645
22	CATG00000000240.1	10	-	81374940	lncRNA_intergenic	45.47875212478752	41.60569715142429	45.96517412935324	104.31378109452736	37.0	-0.3122199289686885	0.03921210491538641	0.6778843493648468	2.9826937913894653	105.0	5.919590473175049	0.9148381432556439
23	CATG00000000244.1	10	-	82024673	lncRNA_intergenic	42.95110488951105	40.96251874062968	42.15422885572139	17.561094527363185	14.0	-0.18680994327169384	-0.07485939958943656	0.15497538869172647	1.3151752054691315	67.0	3.0843586921691895	0.9537011642890939
24	CATG00000000264.1	10	-	84822622	lncRNA_intergenic	46.135986401359865	48.492753623188406	45.26865671641791	75.98746268656717	28.0	0.2618239114869913	-0.0963555726857476	0.9378365994891265	3.110646367073059	42.0	2.9900331497192383	1.0510830569726168
25	CATG00000000273.1	10	-	85484595	lncRNA_intergenic	46.51064893510649	46.731134432783605	46.38805970149254	8.34865671641791	12.0	0.02374390223766791	-0.013201535971307042	0.096819044475337	1.2922701835632324	49.0	3.2159682512283325	1.0047405379784047
26	CATG00000000282.1	10	-	85931848	lncRNA_intergenic	44.77392260773922	39.66316841579211	35.99004975124378	3.779900497512438	10.0	-0.5484131233452976	-0.9425597463674213	0.04352372282258336	1.0730570554733276	36.0	2.0318028777837753	0.885854222853735
27	CATG00000000287.1	10	-	86929925	lncRNA_intergenic	44.87411258874113	46.139930034982505	45.353233830845774	27.35960199004975	25.0	0.1360832911267735	0.051508531836209015	0.3162111810607359	2.687656283378601	57.0	4.1665074825286865	1.028208188936063
28	CATG00000000300.1	10	-	87340273	lncRNA_intergenic	46.41165883411659	47.984007996002	51.33830845771144	65.09497512437811	28.0	0.18275147860219096	0.572616144829425	0.8793692811183742	3.254392623901367	47.0	3.4693663120269775	1.0338783228478272
29	CATG00000000314.1	10	-	88160029	lncRNA_intergenic	38.45055494450555	25.423788105947025	13.00497512437811	10.80497512437811	12.0	-1.1220090629859665	-2.1916544223899272	0.0801573268956214	1.0335725545883179	23.0	1.3007134795188904	0.6612073126809317
30	CATG00000000335.1	10	-	89864150	lncRNA_intergenic	34.42515748425158	37.936031984008	41.32338308457712	17.859900497512438	17.0	0.43795356130798063	0.8604985603979275	0.277910238486631	2.1206142604351044	45.0	3.684678792953491	1.1019857208020771
31	CATG00000000342.1	10	-	89868020	lncRNA_intergenic	34.5056494350565	28.302848575712144	24.427860696517413	14.656019900497512	16.0	-0.769474660327052	-1.2501776575004284	0.22554282322854444	1.9848444312810898	31.0	2.3991430699825287	0.8202381070665336
32	CATG00000000346.1	10	-	89876383	lncRNA_intergenic	33.24657534246575	35.023988005997005	33.10945273631841	55.27796019900497	22.0	0.2080827320924495	-0.0160530225295036	0.7576132175304727	2.5755527019500732	31.0	2.3904003500938416	1.053461526344368
33	CATG00000000347.1	10	-	89912692	lncRNA_intergenic	45.4966503349665	46.18090954522739	42.59701492537314	40.45179104477612	21.0	0.07875676177952183	-0.3337417750327445	0.5358856404746004	2.4170546531677246	68.0	3.4679245948791504	1.0150397711748682
34	CATG00000000349.1	10	-	89922655	lncRNA_intergenic	42.33426657334267	43.506746626686656	38.62686567164179	9.405074626865671	10.0	0.10624563659000015	-0.33595042116013335	0.07722777574048545	0.9061615765094757	36.0	2.2232052087783813	1.0276957686585335
35	CATG00000000363.1	10	-	90515551	lncRNA_intergenic	41.364863513648636	45.79510244877561	37.18407960199005	22.520945273631842	22.0	0.4110285956663885	-0.38788465640289865	0.19385471474540117	2.041115462779999	44.0	2.5580174326896667	1.107101500133445
36	CATG00000000367.1	10	-	90618240	lncRNA_intergenic	42.45725427457254	46.744627686156925	54.38308457711443	59.967512437810946	26.0	0.4211804267616644	1.1715625921143822	0.5787216963694714	2.55417238175869	48.0	2.70924711227417	1.100980939178445
37	CATG00000000370.1	10	-	90846807	lncRNA_intergenic	41.00929907009299	40.79510244877561	39.14427860696517	13.48407960199005	15.0	-0.01944673130228098	-0.16932364613621667	0.11114484620376576	1.361837387084961	90.0	4.974667310714722	0.99477687680174
38	CATG00000000413.1	10	-	92690802	lncRNA_intergenic	46.872912708729125	46.67916041979011	47.42786069651741	145.9660199004975	37.0	-0.01905773991140826	0.05458543723940256	1.4122152421530012	3.639370560646057	64.0	3.910148024559021	0.9958664337728913
39	CATG00000000416.1	10	-	92695344	lncRNA_intergenic	45.92520747925207	39.960019990004994	31.800995024875622	31.870199004975124	19.0	-0.5604090842342507	-1.326921741612515	0.2812852349170324	1.784985512495041	30.0	1.8694662973284721	0.8701108211227568
40	CATG00000000417.1	10	-	92783235	lncRNA_intergenic	48.206779322067796	44.848575712143926	47.398009950248756	14.100796019900498	16.0	-0.43282714247264187	-0.1042394646957739	0.2342386456495946	2.062184154987335	49.0	3.6110798120498657	0.9303375239509815
41	CATG00000000425.1	10	-	93315285	lncRNA_intergenic	43.95510448955105	41.71114442778611	52.81094527363184	10.35407960199005	14.0	-0.2914800305328593	1.150332741552862	0.1747023950253215	1.8185352082364261	49.0	3.4813883900642395	0.9489488174849324
42	CATG00000000446.1	10	-	93452290	lncRNA_intergenic	45.87041295870413	48.594202898550726	38.049751243781095	30.637512437810944	23.0	0.23850523582708533	-0.6848063816256191	0.23491032625880262	2.0139660090208054	45.0	2.4163641929626465	1.0593801050428464
43	CATG00000000447.1	10	-	93643659	lncRNA_intergenic	43.103089691030895	44.48575712143928	43.069651741293534	17.83512437810945	14.0	0.1464540852217012	-0.0035417942904788463	0.2000984279855569	1.482899785041809	37.0	2.3549471497535706	1.0320781512490065
44	CATG00000000463.1	10	-	94517389	lncRNA_intergenic	33.324967503249674	28.517241379310345	36.69651741293532	38.49243781094527	19.0	-0.5392164844891121	0.3781403548348306	0.48419722775724977	2.130968540906906	22.0	1.6185283064842224	0.8557320086367525
45	CATG00000000467.1	10	-	94995631	lncRNA_intergenic	45.192180781921806	43.36281859070465	35.11940298507463	24.915671641791047	22.0	-0.21658294297743594	-1.1925423020191157	0.34923813967517947	2.604637026786804	50.0	2.7813825607299805	0.959520382518275
46	CATG00000000468.1	10	-	95032775	lncRNA_intergenic	43.913408659134085	37.22938530734633	45.87064676616915	19.56318407960199	22.0	-0.7184603435230785	0.21038196460153927	0.2260316398758586	2.3647624850273132	38.0	2.735405921936035	0.8477908330079618
47	CATG00000000490.1	10	-	95579367	lncRNA_intergenic	44.53644635536446	43.853573213393304	34.8955223880597	18.76402985074627	15.0	-0.06879774862151036	-0.9712987545859161	0.19045592252716456	1.511212170124054	53.0	2.606176257133484	0.9846670940801521
48	CATG00000000491.1	10	-	95636187	lncRNA_intergenic	47.3934606539346	46.379810094952525	53.776119402985074	88.81462686567164	36.0	-0.10448259164182203	0.6578960754903987	0.9436171785731317	3.71071994304657	49.0	2.811367630958557	0.978612016404885
49	CATG00000000497.1	10	-	96758226	lncRNA_intergenic	49.56034396560344	47.271364317841076	40.3134328358209	19.48626865671642	16.0	-0.2314333147529898	-0.9349333057504389	0.1992033221206464	1.6177221089601517	60.0	3.5049673318862915	0.9538142905273016
50	CATG00000000529.1	10	-	97889705	lncRNA_intergenic	39.07349265073493	20.209395302348824	11.114427860696518	24.841840796019902	16.0	-1.437002473724899	-2.129826014314718	0.14415401381293705	1.218825340270996	18.0	0.9228838682174683	0.5172149693142087
51	CATG00000000566.1	10	-	99174704	lncRNA_intergenic	33.76272372762724	38.28585707146427	32.35820895522388	19.311044776119402	18.0	0.5940138274195907	-0.18445204630197576	0.3330581759445031	2.3639031648635864	43.0	3.449164032936096	1.1339682597981826
52	CATG00000000577.1	10	-	99548809	lncRNA_intergenic	40.35866413358664	36.92203898050975	33.51243781094527	12.361094527363184	15.0	-0.3718096025302999	-0.7406954681547127	0.1446884282604464	1.6228549182415009	25.0	1.5810949802398682	0.9148478963104003
53	CATG00000000612.1	10	-	102030174	lncRNA_intergenic	35.08939106089391	37.12493753123438	37.9452736318408	39.36199004975124	22.0	0.16061321763449285	0.22534120280240008	0.24506289593985478	1.73589289188385	18.0	1.053717941045761	1.0580103104898
54	CATG00000000617.1	10	-	102130891	lncRNA_intergenic	34.143885611438854	33.22938530734633	33.930348258706466	12.845124378109453	13.0	-0.08633672628646669	-0.020159768339116774	0.11448848927732996	1.2273123562335968	32.0	2.10550856590271	0.9732162790579947
55	CATG00000000618.1	10	-	102133760	lncRNA_intergenic	34.24667533246675	27.606196901549225	19.601990049751244	18.690796019900496	15.0	-0.5745367053160811	-1.267063723571265	0.13991512164349706	1.297805666923523	26.0	1.675254762172699	0.8060985959526945
56	CATG00000000624.1	10	-	102444994	lncRNA_intergenic	41.507549245075495	41.82408795602199	35.66169154228856	9.194975124378109	12.0	0.032399500067206634	-0.5983561618411126	0.0963326719042006	1.2282669097185135	36.0	2.030302405357361	1.0076260515666087
57	CATG00000000625.1	10	-	102499317	lncRNA_intergenic	38.92680731926807	37.95002498750625	31.253731343283583	34.63029850746268	22.0	-0.10799957106615055	-0.848386496453736	0.4233550333742987	2.432466745376587	38.0	2.512574791908264	0.9749072066519482
58	CATG00000000645.1	10	-	103526787	lncRNA_intergenic	41.73002699730027	44.102448775612196	43.33830845771144	17.994975124378108	22.0	0.30494746107464726	0.20672603609475923	0.29731545197080805	2.8278462886810303	43.0	3.156180739402771	1.0568516713029064
59	CATG00000000664.1	10	-	104195318	lncRNA_intergenic	30.783521647835215	33.04047976011994	17.736318407960198	22.155124378109452	19.0	0.2107939398840539	-1.2185744075336267	0.19326065319316268	1.7745498716831207	40.0	2.628506064414978	1.0733170862679204
60	CATG00000000684.1	10	-	104976281	lncRNA_intergenic	42.363663633636634	46.50424787606197	50.38805970149254	23.338656716417912	17.0	0.37894042065066436	0.7343813958971654	0.19547646444668726	1.5558159947395325	54.0	3.0877758264541626	1.0977390501027802
61	CATG00000000685.1	10	-	104991055	lncRNA_intergenic	39.28047195280472	39.48775612193903	50.19900497512438	40.520199004975126	23.0	0.025765119544018632	1.3571580549822517	0.6260425425862833	2.8588671684265137	41.0	2.862300753593445	1.0052770284782566
62	CATG00000000687.1	10	-	105001576	lncRNA_intergenic	33.996200379962005	29.253873063468266	28.18407960199005	12.140945273631841	12.0	-0.4842509240414725	-0.5934902171603467	0.12659319482914197	1.2253500744700432	47.0	3.0141077041625977	0.8605041956603787
63	CATG00000000702.1	10	-	105869801	lncRNA_intergenic	44.75102489751025	48.01399300349825	54.0547263681592	21.641990049751243	20.0	0.3861934252060961	1.101153387173788	0.3031665615558289	2.367129623889923	27.0	1.684115082025528	1.0729138184759102
64	CATG00000000711.1	10	-	107729912	lncRNA_intergenic	45.65433456654335	48.60269865067466	38.3134328358209	50.15626865671642	24.0	0.32466450138301445	-0.8083568180712005	0.6081806575729952	2.642803832888603	60.0	4.133106350898743	1.0645801567830089
65	CATG00000000728.1	10	-	107843421	lncRNA_intergenic	46.905309469053094	46.5632183908046	44.48756218905473	16.371094527363184	24.0	-0.040792273391486854	-0.2883016132049967	0.23278235372214298	2.861853539943695	61.0	3.870053768157959	0.9927067728126984
66	CATG00000000730.1	10	-	108096817	lncRNA_intergenic	45.7009299070093	45.59270364817591	36.90547263681592	33.91601990049751	22.0	-0.009824777010833842	-0.7984511545344964	0.2795018797201782	1.997158870100975	53.0	3.7124526500701904	0.9976318587159255
67	CATG00000000736.1	10	-	108183794	lncRNA_intergenic	46.178582141785824	49.24087956021989	40.975124378109456	65.00437810945273	30.0	0.31256899725867326	-0.5311174459329143	0.6772354452660072	3.062102973461151	74.0	4.681364297866821	1.0663142365227163
68	CATG00000000748.1	10	-	109196509	lncRNA_intergenic	45.15048495150485	43.74812593703148	39.024875621890544	22.134378109452737	17.0	-0.15869777535890295	-0.6932037752770369	0.28345920744428876	1.9238027930259705	52.0	3.350075840950012	0.9689403332881228
69	CATG00000000771.1	10	-	109409900	lncRNA_intergenic	45.46285371462854	43.46176911544228	35.21890547263681	29.7418407960199	21.0	-0.20741190308558827	-1.0617825909707677	0.3195246029115431	2.17664448171854	43.0	2.5977929830551147	0.9559841841045194
70	CATG00000000772.1	10	-	109413936	lncRNA_intergenic	42.301969803019695	37.27236381809095	32.72636815920398	68.24975124378109	28.0	-0.5620938324104662	-1.0701407842819963	0.8524143576547787	3.1291967928409576	57.0	3.246898055076599	0.8811023219876227
71	CATG00000000795.1	10	-	110079042	lncRNA_intergenic	44.13658634136586	49.85957021489256	49.82089552238806	31.02776119402985	19.0	0.4124387368626859	0.4096515641283633	0.1611477672498789	1.3692745864391327	50.0	2.5981284379959106	1.1296653037292776
72	CATG00000000815.1	10	-	110672272	lncRNA_intergenic	44.111188881111886	36.737631184407796	23.72139303482587	4.581990049751243	9.0	-0.6233761008393237	-1.7237963089302404	0.032749170065177836	0.7608790397644043	41.0	2.4317114651203156	0.8328415559921262
73	CATG00000000816.1	10	-	110963886	lncRNA_intergenic	44.997500249975005	49.07696151924038	45.681592039801	9.718109452736318	16.0	0.5105796257651335	0.08561996380950264	0.15223100426967157	2.0025373697280884	69.0	4.677696228027344	1.0906597310206725
74	CATG00000000828.1	10	-	111171770	lncRNA_intergenic	48.042495750424955	44.083958020989506	39.592039800995025	10.20273631840796	18.0	-0.4458683280498609	-0.9518137594212347	0.12943756854428962	2.027422770857811	47.0	3.209572196006775	0.9176034119875958
75	CATG00000000857.1	10	-	112618474	lncRNA_intergenic	32.28067193280672	30.92703648175912	36.48756218905473	32.251094527363186	23.0	-0.14333183556303628	0.4454532655243257	0.36159830174088714	2.4353915452957153	82.0	5.549937725067139	0.958066689136297
76	CATG00000000872.1	10	-	113479707	lncRNA_intergenic	47.59014098590141	44.35532233883058	47.930348258706466	33.09512437810945	19.0	-0.38686833080501926	0.040687111498259786	0.47335885079176226	2.272306203842163	76.0	5.478501558303833	0.9320275464611643
77	CATG00000000875.1	10	-	113543909	lncRNA_intergenic	47.28117188281172	47.738130934532734	49.45273631840796	58.43900497512438	27.0	0.05080578388689995	0.241439627919031	0.7223945268732654	3.0019232034683228	34.0	2.5743014812469482	1.0096647150128513
78	CATG00000000879.1	10	-	113592742	lncRNA_intergenic	46.84641535846416	46.49375312343828	44.169154228855724	39.241243781094525	24.0	-0.045078210325084106	-0.3422144915241359	0.6411476842058508	3.0677425265312195	45.0	2.7719722986221313	0.9924719483374056
79	CATG00000000890.1	10	-	113774021	lncRNA_intergenic	44.31406859314069	39.83308345827086	45.25870646766169	38.02273631840796	23.0	-0.4939128360108308	0.10412192528149974	0.46195215645593324	2.535155773162842	67.0	4.1862874031066895	0.89888120686884
80	CATG00000000897.1	10	-	113843172	lncRNA_intergenic	47.44845515448455	45.051974012993504	45.24875621890547	17.257810945273633	20.0	-0.2583832104822089	-0.23716659200799406	0.20061631496293894	2.156355082988739	36.0	2.6516422629356384	0.9494929574906393
81	CATG00000000907.1	10	-	113986465	lncRNA_intergenic	45.38196180381962	46.622688655672164	55.766169154228855	49.58004975124378	22.0	0.14250452706645214	1.1926851941837897	0.6540514484392206	2.5268248915672302	44.0	2.808911919593811	1.0273396477925756
82	CATG00000000924.1	10	-	114940395	lncRNA_intergenic	42.292570742925705	39.02298850574713	42.0	22.36	22.0	-0.3553555188686594	-0.031798140919623685	0.2641273632535908	2.3910765647888184	22.0	1.4823366701602936	0.9226913337320485
83	CATG00000000926.1	10	-	115027520	lncRNA_intergenic	42.23977602239776	42.268865567216395	45.472636815920396	54.08049751243781	28.0	0.0042736866380619085	0.4749552814744005	1.1672721240489021	4.113615870475769	37.0	2.645909309387207	1.0006886765877547
84	CATG00000000927.1	10	-	115033381	lncRNA_intergenic	40.975302469753025	36.689655172413794	37.069651741293534	9.245124378109452	16.0	-0.5363234357714285	-0.4887691098914032	0.14478829439690089	2.002305418252945	21.0	1.6643264442682266	0.8954090137466882
85	CATG00000000929.1	10	-	115060487	lncRNA_intergenic	42.998100189981	41.07496251874063	51.80597014925373	24.87716417910448	18.0	-0.24366548221171097	1.1159751444906738	0.3993632860239444	2.2806369364261627	26.0	2.0892117619514465	0.9552738920384095
86	CATG00000000932.1	10	-	115080880	lncRNA_intergenic	43.1002899710029	39.560219890054974	35.79601990049751	18.96318407960199	18.0	-0.4046304829959487	-0.8348790384847579	0.24774490252587433	2.0574023723602295	22.0	1.4204558730125427	0.9178643558238326
87	CATG00000000933.1	10	-	115085990	lncRNA_intergenic	41.317068293170685	40.60019990004997	39.3681592039801	37.883781094527365	22.0	-0.06944680688479196	-0.18880106599547378	0.35553230158719684	2.1312556862831116	58.0	3.9445475339889526	0.9826495822977062
88	CATG00000000935.1	10	-	115223610	lncRNA_intergenic	50.48035196480352	53.30784607696152	51.83582089552239	27.327910447761194	20.0	0.2873885790924023	0.13777086153552306	0.2823202406734687	2.0328147411346436	48.0	3.059423804283142	1.0560117749204565
89	CATG00000000936.1	10	-	115251956	lncRNA_intergenic	46.30486951304869	48.21089455272364	57.582089552238806	9.334477611940299	13.0	0.2231242464727786	1.320140687980462	0.12791643274252604	1.5218138694763184	77.0	5.067780494689941	1.0411625183208393
90	CATG00000000942.1	10	-	115719291	lncRNA_intergenic	43.19188081191881	43.60769615192404	54.950248756218905	213.99751243781094	45.0	0.041960458936302854	1.1865519417162558	2.179155095484169	4.541007578372955	58.0	3.545011043548584	1.009627164462134
91	CATG00000000960.1	10	-	116477941	lncRNA_intergenic	45.08749125087491	42.151424287856074	37.45273631840796	36.049004975124376	23.0	-0.297919724292975	-0.7746908025102532	0.37115891704094406	2.3337865322828293	24.0	1.1957431435585022	0.9348806757359367
92	CATG00000000973.1	10	-	118154891	lncRNA_intergenic	45.346865313468655	48.950524737631184	45.49751243781095	56.631243781094526	28.0	0.39008631441427555	0.01630714717344265	0.6635750068712009	3.03092360496521	26.0	1.765454888343811	1.0794687659059026
93	CATG00000000984.1	10	-	118533282	lncRNA_intergenic	41.40525947405259	40.613193403298354	34.308457711442784	10.854378109452737	11.0	-0.09324709734116597	-0.8354810101179341	0.1504363442623702	1.2949905693531036	47.0	2.992911219596863	0.9808703995382374
94	CATG00000000986.1	10	-	118551769	lncRNA_intergenic	41.49135086491351	45.592203898050975	54.582089552238806	99.2444776119403	34.0	0.4103209701911739	1.3098261730736167	0.9935857711817422	3.4019539952278137	37.0	1.952271044254303	1.0988363345047243
95	CATG00000001004.1	10	-	119157815	lncRNA_intergenic	40.73472652734726	32.78010994502748	32.527363184079604	53.230497512437815	23.0	-0.7913023516747995	-0.8164448749589089	0.5267529071423033	2.2879737615585327	32.0	2.055677354335785	0.8047214929262028
96	CATG00000001005.1	10	-	119217805	lncRNA_intergenic	38.56074392560744	38.04847576211894	38.8955223880597	12.374029850746268	13.0	-0.061292083262801465	0.040055715288985425	0.17714348083621004	1.5554295778274536	37.0	2.7524213790893555	0.9867152935514734
97	CATG00000001006.1	10	-	119311876	lncRNA_intergenic	43.773622637736224	38.268865567216395	35.472636815920396	13.940497512437812	17.0	-0.5750700807369229	-0.8671860570338235	0.15214002945366445	1.7759532928466797	25.0	1.4906699061393738	0.8742448822187655
98	CATG00000001009.1	10	-	119444154	lncRNA_intergenic	43.497650234976504	41.234382808595704	46.81094527363184	13.07407960199005	17.0	-0.24036576871996163	0.35188183169904635	0.14746352175065744	1.8054508566856384	27.0	1.6778583526611328	0.9479680531211567
99	CATG00000001020.1	10	-	119878414	lncRNA_intergenic	49.45695430456954	49.650174912543726	41.58706467661692	41.27363184079602	23.0	0.022365007182766593	-0.910928434326281	0.552972989805551	2.6622170209884644	60.0	3.9745947122573853	1.003906844056435
100	CATG00000001023.1	10	-	120530388	lncRNA_intergenic	44.47085291470853	46.7616191904048	48.51243781094527	13.261094527363184	15.0	0.2269135749582825	0.4003422333492865	0.13011841837786714	1.4858362972736359	78.0	4.417326927185059	1.051511633475746
101	CATG00000001031.1	10	-	120850585	lncRNA_intergenic	38.44245575442456	38.885557221389305	39.21393034825871	15.369004975124378	15.0	0.05493141256499922	0.09563992467166772	0.2362005560655139	1.8595541715621948	50.0	3.6290680170059204	1.0115263569475201
102	CATG00000001051.1	10	-	122473456	lncRNA_intergenic	42.46455354464553	44.053973013493255	52.80099502487562	31.620199004975124	23.0	0.19041013083923822	1.2382905979024534	0.45380329739005393	2.755366563796997	51.0	3.450880527496338	1.0374293224860276
103	CATG00000001056.1	10	-	122794007	lncRNA_intergenic	43.836516348365166	43.47776111944028	38.8955223880597	20.94402985074627	17.0	-0.03728372902366919	-0.5134939279277526	0.2262050139827837	1.7667288780212402	43.0	2.906893014907837	0.9918160643497789
104	CATG00000001057.1	10	-	123219306	lncRNA_intergenic	45.80931906809319	43.55272363818091	47.25870646766169	12.67273631840796	15.0	-0.2770927828401029	0.17797376191363998	0.19107919658527026	1.841886043548584	45.0	2.8944170475006104	0.9507393806365476
105	CATG00000001102.1	10	-	125034247	lncRNA_intergenic	44.92290770922908	40.07146426786607	50.28358208955224	64.02417910447761	26.0	-0.4898300690952035	0.541244997686952	0.6526689383005019	2.6251118183135986	29.0	1.8165526688098907	0.8920051330433734
106	CATG00000001121.1	10	-	125995504	lncRNA_intergenic	39.162983701629834	31.278860569715143	30.776119402985074	41.434626865671646	23.0	-0.8289521348321516	-0.8818113210411808	0.4580527984510743	2.4182649850845337	44.0	3.1749151945114136	0.7986843088365971
107	CATG00000001134.1	10	-	126077832	lncRNA_intergenic	35.48345165483452	22.733633183408294	6.08457711442786	2.5178109452736317	5.0	-1.1571870809500067	-2.6682730646275763	0.020740639141999886	0.45380520820617676	19.0	1.1065441370010376	0.64068268793436
108	CATG00000001138.1	10	-	126605273	lncRNA_intergenic	33.14838516148385	15.217891054472764	3.2139303482587063	0.4790049751243781	2.0	-1.2837033020700144	-2.1431064937838276	0.0024551871344772563	0.1431865692138672	30.0	1.5950221419334412	0.4590839336618699
